,Unnamed: 0,ID,Text,Label,gemma_27b_vanilla,gemma_27b_avg,gemma_27b_entropy,gemma_9b_vanilla,gemma_9b_avg,gemma_9b_entropy,gemma_2b_vanilla,gemma_2b_avg,gemma_2b_entropy,phi_vanilla,phi_avg,phi_entropy,mixtral_vanilla,mixtral_avg,mixtral_entropy,conf_mixtral_vanilla,conf_mixtral_avg,conf_mixtral_entropy,conf_mixtral_verbal_conf,conf_aya_32b_vanilla,conf_aya_32b_avg,conf_aya_32b_entropy,conf_aya_32b_verbal_conf,conf_llama_8b_vanilla,conf_llama_8b_avg,conf_llama_8b_entropy,conf_llama_8b_verbal_conf,conf_llama_70b_vanilla,conf_llama_70b_avg,conf_llama_70b_entropy,conf_llama_70b_verbal_conf,conf_llama_3b_vanilla,conf_llama_3b_avg,conf_llama_3b_entropy,conf_llama_3b_verbal_conf,conf_gemma_2b_vanilla,conf_gemma_2b_avg,conf_gemma_2b_entropy,conf_gemma_2b_verbal_conf,conf_gemma_9b_vanilla,conf_gemma_9b_avg,conf_gemma_9b_entropy,conf_gemma_9b_verbal_conf,conf_gemma_27b_vanilla,conf_gemma_27b_avg,conf_gemma_27b_entropy,conf_gemma_27b_verbal_conf,conf_phi_vanilla,conf_phi_avg,conf_phi_entropy,conf_phi_verbal_conf,llama_70b_vanilla,llama_70b_avg,llama_70b_entropy,llama_8b_vanilla,llama_8b_avg,llama_8b_entropy,llama_3b_vanilla,llama_3b_avg,llama_3b_entropy,aya_32b_vanilla,aya_32b_avg,aya_32b_entropy,aya_8b_vanilla,aya_8b_avg,aya_8b_entropy,FKGL,ARI,RSRS_mBERT,gemma_27b_entropy_minmax,gemma_9b_entropy_minmax,gemma_2b_entropy_minmax,phi_entropy_minmax,mixtral_entropy_minmax,conf_mixtral_entropy_minmax,conf_aya_32b_entropy_minmax,conf_llama_8b_entropy_minmax,conf_llama_70b_entropy_minmax,conf_llama_3b_entropy_minmax,conf_gemma_2b_entropy_minmax,conf_gemma_9b_entropy_minmax,conf_gemma_27b_entropy_minmax,conf_phi_entropy_minmax,llama_70b_entropy_minmax,llama_8b_entropy_minmax,llama_3b_entropy_minmax,aya_32b_entropy_minmax,aya_8b_entropy_minmax,conf_mixtral_verbal_conf_minmax,conf_aya_32b_verbal_conf_minmax,conf_llama_8b_verbal_conf_minmax,conf_llama_70b_verbal_conf_minmax,conf_llama_3b_verbal_conf_minmax,conf_gemma_2b_verbal_conf_minmax,conf_gemma_9b_verbal_conf_minmax,conf_gemma_27b_verbal_conf_minmax,conf_phi_verbal_conf_minmax
0,0,139,,1,-1.7086522226187961,-1.9763675643998717,0.0288669667455107,-2.3113823227843637,-2.0937524184648826,0.060006049,-1.0677717626349088,-1.12252370211999,0.1032620158026063,-0.5573533426242403,-1.0901597339096574,0.065897045,-1.8082462144091722,-1.1798780926205747,0.095381606,-0.8435081043865675,-1.0681029124607784,0.042614142,0.8000172108353582,-0.4176914552025274,-0.9213888562722602,0.0185157344768042,0.7777297117093382,-5.199845932773325,-5.102926291122915,0.092188423,0.8,-2.5455424265474655,-3.296222685815631,0.048795448,0.8,-0.47085682526959155,-0.9947029675971566,0.1077657209965617,0.7811277776956558,0.1871348584655416,0.20378656840050308,0.04068831,0.7075155934988289,-1.4497699190985025,-2.185475731259033,0.051805707,0.8017847615358619,-0.6343081767272227,-1.502333358906072,0.0614761663217654,0.7016263043995423,-0.7390787363659537,-1.2285120931777944,0.067186513,0.7967688045126124,-1.3471040175384859,-2.0184106098162657,0.054974985,-3.1243655993785384,-3.6338756994416346,0.066097066,-1.6387314330134062,-1.6651602221429107,0.1010926550320908,-2.125432027877065,-2.3358292198990998,0.008024272,-1.968985463552579,-2.095698903724975,0.0464035090473574,9.6,0.07792423486974101,-0.045441185387765745,0.10879836489913214,0.6276687134030385,0.6517588599336878,0.3002366139288376,0.9010150959527664,0.4016066833891909,0.2333495159059413,1.0,0.5224058502580069,0.9499099512470808,0.3208690238311289,0.3535687698695815,0.6156888485126619,0.28654041705748223,0.588564199304947,0.5213761181657994,0.723064289273677,0.13017879145510947,0.5144632273436163,0.12911956822772375,0.8069458436294159,1.0,1.0,0.8519872034002098,0.4354133865848562,0.6547590311573526,0.535581716294586,0.8522965788364978
1,1,14,,1,-0.1535867166398917,-0.8361712565473143,0.058587984,-1.0524449769450417,-1.1784234576972772,0.037609148,-1.0677717626349088,-1.1473107025008273,0.096997554,-0.5573533426242403,-1.1188472857565877,0.066680695,-1.8082462144091722,-2.090758883001212,0.034236966,-0.8435081043865675,-1.2947596251867322,0.061158933,0.8005040983451182,-0.4176914552025274,0.3799747875121444,0.053400409,0.7148037766620291,-0.16888388499605672,-0.7504963597513686,0.0333268359257557,0.8,-2.5455424265474655,-1.90887548688326,0.080847166,0.8,-1.8779838695723592,-1.9260138644077096,0.090425741,0.7841131299734115,0.1871348584655416,0.14175551793391966,0.0347596260325018,0.7215342195355333,0.010300319141019542,-0.6281718972900137,0.080721784,0.7968086384596859,-0.6343081767272227,-0.7828958699569288,0.033211627,0.6992567229011002,-0.7390787363659537,-0.9563413819617796,0.057412936,0.7958082250038387,-1.3471040175384859,-1.5763550620396178,0.054221177,-3.1243655993785384,-1.5889016051408837,0.093015565,-1.6387314330134062,-1.2580444608540777,0.084380831,0.3571784113237391,0.5068473698071857,0.0232907144486157,-0.7076739137711651,-0.9409858565481538,0.0209684061789364,6.1,-1.0205491644128275,-0.943878252132131,0.577451111832685,0.33813051478438855,0.6056089970075083,0.30820073865592357,0.32295746343927223,0.5766265869109801,0.6729931367214713,0.3615078210607388,0.865552714982353,0.7970652488608293,0.26867142821092466,0.7944622577516605,0.1308914921151451,0.18343300214737224,0.5804939032975963,0.8084641214755268,0.6035331209371185,0.37790765029542045,0.23245353841911756,0.13336102913615555,0.15161727003672532,1.0,1.0,0.8754009981478728,0.5618316154302869,0.59192645573353,0.519631768197871,0.8441655985408865
2,2,223,,2,-0.1535867166398917,0.03987532672845113,0.049475005,0.20649236889428035,0.7619968385832007,0.071199726,0.5971285614735165,0.7941188323098121,0.0594219894690134,1.1236006215669525,1.3493492192885508,0.1118773032517264,0.601327160923805,0.6956580203998906,0.0115983390070268,0.9889405361773551,0.9236445041249676,0.04110153,0.8008541347498976,-0.4176914552025274,0.06843197292925439,0.0487433044087056,0.7042076857367647,-0.16888388499605672,-0.12743252413331912,0.0,0.8,0.3353409184673308,0.3117446657773106,0.0295902015580156,0.7889272727072238,0.9362702190331762,0.6411076071411229,0.057126377,0.7739171475172043,-3.961021170853964,-2.2379679641786034,0.080528596,0.6840218813540561,0.010300319141019542,0.255061664694691,0.080373143,0.7971547179,-0.6343081767272227,-0.0896308668946202,0.06464541,0.6928714999059593,1.1317143150603668,1.0977084226023317,0.111969522341345,0.7134193053268064,0.7687075557144821,0.5753870246372351,0.0521464239311953,0.2371434990040637,0.1841628914104335,0.0333268359257557,0.10945431020127172,-0.02995633550684037,0.1075013617798702,0.3571784113237391,0.5638166324434214,0.026450551,1.8149491857916629,1.285940917937636,0.073708553,10.5,0.6475030344977398,0.06947587605434723,0.4337540571683571,0.7723761028092344,0.3287923753853004,0.767527511268686,0.10893328858250348,0.3873311271801238,0.6143007065062522,0.0,0.3167937797029948,0.5035452228146248,0.6716327260999185,0.7891464071088259,0.6700481621210221,0.758983651001553,0.5582815210896426,0.17187892220345474,0.7689025055938987,0.4291823795344722,0.8172057399644247,0.13641032840475287,0.041266567317864045,1.0,0.6344925652391673,0.7954350114671076,0.2235500077793855,0.5962963361008935,0.47665203720934013,0.14677128984288412
3,3,202,,2,-1.7086522226187961,-1.7181146279411073,0.0483318611660759,-1.0524449769450417,-1.1521485500068707,0.047522635,0.5971285614735165,0.6203641799556909,0.076228839,-0.5573533426242403,-1.1023336185056523,0.079927069,-1.8082462144091722,-1.3879074840073906,0.082838867,-0.8435081043865675,-0.8631951957634206,0.055161518,0.8037294922354704,-0.4176914552025274,-0.776240139072457,0.0150458247478182,0.7132957592268212,-0.16888388499605672,-0.12743252413331912,0.0,0.8,0.3353409184673308,-0.8251282307534804,0.090425741,0.7841131299734115,0.9362702190331762,0.5567833609110173,0.058473374,0.7602685838937759,0.1871348584655416,0.33971191920892163,0.045026818,0.744958560410305,-1.4497699190985025,-1.6871210243585588,0.0575075657577827,0.7999971340621898,-2.1204765081500954,-1.7627629427067464,0.064556044,0.7044975226,-1.674475262079114,-1.4801893178645746,0.078088251,0.8043715423729736,-1.3471040175384859,-0.7429983912967275,0.085653602,0.2371434990040637,0.6825063490150649,0.0295902015580156,0.10945431020127172,0.3880676213651471,0.094226005,-2.125432027877065,-2.246226033572277,0.016805169,-0.7076739137711651,-0.2100592665371017,0.071615492,8.7,-0.5323387647316861,-0.9801423816866239,0.41572851338156896,0.4662881187318903,0.45260728982108744,0.44282177447245963,0.7824368197281509,0.5200248708452595,0.18961903259184087,0.0,0.9681012891267095,0.5154184404089356,0.35906631810765,0.4405069944126201,0.6685153439116536,0.4015494892945263,0.9170105945224833,0.1320274096903309,0.6739506378064294,0.2726665780318411,0.7939990918701156,0.16145865297326623,0.1359123478289792,1.0,0.4755791453849447,0.6883908044365032,0.7730694127370183,0.6321869933781894,0.5549082434901065,0.9166511805854123
4,4,445,,3,-0.1535867166398917,-0.2255122245613753,0.029447008,0.20649236889428035,0.6797460073779487,0.069154065,0.5971285614735165,0.78387645981953,0.053656663,0.28312363947135616,0.44302697623327214,0.1251117518567204,0.601327160923805,0.6146390691361953,0.0195992917742981,0.9889405361773551,0.6308711700710835,0.079257822,0.7997528504203946,-0.4176914552025274,-0.4787558551167843,0.025511575,0.7268939011681596,-0.16888388499605672,-0.7504963597513686,0.0333268359257557,0.7651355326,0.3353409184673308,0.6833557967942498,0.0295901306108655,0.8,0.9362702190331762,0.556785241169437,0.058473354,0.7651355326,0.1871348584655416,0.44294489362022654,0.0103402127923701,0.7045457602347597,0.010300319141019542,0.5239156305031046,0.075638068,0.7967755406773875,-0.6343081767272227,-0.038783652657641395,0.066400806,0.6942818488,1.1317143150603668,1.0360985240371916,0.1103431374091555,0.7304437516730105,0.7687075557144821,0.7580572920559016,0.0372214341232602,0.2371434990040637,-1.0019409396526526,0.087711556,0.10945431020127172,0.032889930411517034,0.1010925942202478,0.3571784113237391,0.33540822151177546,0.00725226,0.553637636010249,0.28310505812425285,0.061895732,6.3,-0.8984965644925418,-0.9719013522334187,0.11794468465405689,0.7459306137246318,0.28631960842566373,0.9020273509731217,0.18457379958234155,0.7474382076314064,0.32151650328089043,0.3615078210607388,0.31679302014021204,0.5154182641172647,0.05367689239508995,0.716949070930297,0.7001569613674139,0.7418259260450898,0.39849403454568416,0.7518964297425359,0.723063854317527,0.11765133770059262,0.6862320225486087,0.1268166248510143,0.27752726312945875,0.5000003416698213,1.0,0.7265617562883229,0.4086317989865522,0.5915085362265593,0.48614527121416184,0.2908774637934446
5,5,337,,3,-0.1535867166398917,0.052872066601352456,0.044777485,1.4654297147336026,1.1354454988075227,0.059751107,0.5971285614735165,-0.23776947586646457,0.084208864,0.28312363947135616,0.3749629262753729,0.107363867689114,0.601327160923805,0.5612659022948083,0.0275069331863863,-0.8435081043865675,-0.7842033687144068,0.0456708857608725,0.8022837902870379,-0.4176914552025274,-0.7397448282309692,0.005585534,0.7562173299963433,-0.16888388499605672,-0.12743252413331912,0.0,0.8,0.3353409184673308,0.3117456784727542,0.0295901306108655,0.8,-0.47085682526959155,-0.3084262347278377,0.069021447,0.7778545275330543,0.1871348584655416,0.21790076117054308,0.0244663127249318,0.7262684660730884,1.4703705573805415,1.5829121561221255,0.040966716,0.7915069479414569,-0.6343081767272227,0.05980408852281902,0.065598592,0.699197405504674,0.19631778934720645,0.04585021466194764,0.091546177,0.7432971802180646,0.7687075557144821,0.7580586146034503,0.037221356,0.2371434990040637,0.22963821792623307,0.0295901306108655,0.10945431020127172,-0.5780634565391508,0.086127844,0.3571784113237391,0.2825042890022825,0.006361235,-0.7076739137711651,-0.6807515899364782,0.042529119,12.4,2.030765833594308,2.193482875469104,0.35968170517163095,0.6243729249619396,0.5113955898382198,0.7216581004752062,0.2593321508202811,0.43045526939475637,0.07039313941135807,0.0,0.31679302014021204,0.6083953111292673,0.17804655959487464,0.18830290247296133,0.6863972739358344,0.5435253452080323,0.3984931981552043,0.13202665303314648,0.6160286154198371,0.10319265767797849,0.4715062344948092,0.14886459751568637,0.5829097858106556,1.0,1.0,0.8263154567068778,0.6045244628340409,0.5249830011081329,0.5192324954170653,0.3996773843375667
6,6,424,,3,1.4014787893390124,1.9914897560642895,0.068230051,1.4654297147336026,1.5149760467831426,0.0356870713018058,0.5971285614735165,0.28317584466842194,0.067036631,1.964077603662549,2.1139065743182863,0.098328146,0.601327160923805,0.65776651125986,0.00741768,-0.8435081043865675,-0.35179260332594325,0.084043275,0.8013988865241117,-0.4176914552025274,0.22091652717688715,0.051841935,,4.862078162781211,2.4587257367695763,0.058473354,0.7682262361049652,0.3353409184673308,1.2494887067418214,0.058473354,0.7811277553,,,0.0,,0.1871348584655416,0.3874502770781734,0.012869068,0.6913449828465673,1.4703705573805415,1.58861244938764,0.040350725724595,0.7867145034511396,0.8518601546956502,1.7500905247389194,0.06963918,0.6818889098023647,2.067110840773527,2.1091658292205273,0.098502451,0.7219815990160896,0.7687075557144821,1.0998862284004531,0.0295902015580156,0.2371434990040637,1.3724332546297895,0.058473374,1.8576400534159498,2.108692546534688,0.037221356,0.3571784113237391,0.4724319425956838,0.018676234,1.8149491857916629,1.8446694700879607,0.0420225749714003,11.4,1.135713434178882,0.9011368511712592,0.7294910351965063,0.3132826742370722,0.38488892030170807,0.6298293318523009,0.06940959774143993,0.7926018076077047,0.653352043270785,0.6342808792813388,0.6260178657199218,0.0,0.07594155724036673,0.17891068439909352,0.7557020079840939,0.6169113153135944,0.3167937797029948,0.4400688166655062,0.2662254079032658,0.3030283862151272,0.46588996768940466,0.14115586676589675,,0.5443248592008842,0.37703281530504285,,0.28958882769759153,0.46446970083547434,0.4027268558070576,0.2192482067840773
7,7,48,,1,-0.1535867166398917,0.013562650358590195,0.044283026,-1.0524449769450417,-0.9109266531070963,0.0540141871408193,0.5971285614735165,1.0227655517430059,0.047504265,-0.5573533426242403,-0.6115244863823557,0.073279386,-1.8082462144091722,-1.5277650885180514,0.070686267,0.9889405361773551,0.5581054047933914,0.077708313,0.7991422113484141,-0.4176914552025274,-0.7814024734076563,0.009259999,0.7182420762677338,-0.16888388499605672,-0.6462920730601542,0.0295901306108655,0.8,-2.5455424265474655,-1.6028226706921527,0.088923111,0.7841131299734115,-0.47085682526959155,-0.5130567625007784,0.06911982,0.7448103845119476,0.1871348584655416,0.5092149854593765,0.0192341746582859,0.7297268707945477,0.010300319141019542,-0.7032792846062512,0.08067661,0.7992449383077116,-0.6343081767272227,-0.20991586077957852,0.0600711298402508,0.6961753930941086,-0.7390787363659537,-0.8516359070460156,0.064714024,0.7955089610810319,-1.3471040175384859,-1.2939884775220198,0.045087056,0.2371434990040637,0.26831175242069294,0.026077502,0.10945431020127172,-0.8223394042871917,0.092977862,0.3571784113237391,-0.7013682339420216,0.054277362,-0.7076739137711651,-0.8375182194469434,0.0277248445111084,7.1,-0.7357597645988285,-0.9402280826394526,0.35188488023082193,0.5502083143469827,0.24099531189165466,0.37526230716163345,0.6675468934012727,0.7328144291436282,0.11670158629354913,0.32097447432055,0.9520140774102971,0.6092624281565547,0.13198152584892758,0.7937734740545639,0.5915894650369222,0.26045662509639333,0.4827036699265549,0.09456418032016206,0.6650233064298775,0.8807285833994133,0.3073650134050912,0.1214971173650996,0.18742469942965823,1.0,0.4755791453849447,0.5671538200472899,0.6357119271670539,0.6226891582657501,0.4988909536182984,0.8416324307632008
8,8,45,,3,2.956544295317917,2.594527522726408,0.06103073,1.4654297147336026,1.2890627559740335,0.051149061,0.5971285614735165,0.3303545441183624,0.069347196,1.1236006215669525,1.1244607687825348,0.1274107906334139,0.601327160923805,0.6676650125827158,0.00596038,0.9889405361773551,1.1963303545026573,0.0282150560373192,0.7989029955995804,-0.4176914552025274,0.6252336379532034,0.059937661,0.7499992856846432,-0.16888388499605672,1.5063019597338603,0.054974985,0.8,1.775782590974729,1.4236576702122326,0.058473354,0.8,,,0.0,,0.1871348584655416,0.37215624728858465,0.0131802210621108,0.7148936765,1.4703705573805415,1.015510912351417,0.063107269,0.7940203114,0.8518601546956502,1.524537280064681,0.06866814,0.6623202722388669,1.1317143150603668,1.1293308204800143,0.1158625984629503,0.7125313317142628,0.7687075557144821,1.401548016464538,0.054974985,0.2371434990040637,1.2685697674138396,0.057126377,0.9835471818086107,0.8978725775813339,0.05214648,0.3571784113237391,0.9116195035756733,0.043129974,1.8149491857916629,1.8692800235706584,0.039967759,10.1,0.6068188345243115,1.1063582917749542,0.615969296225853,0.5131691069303843,0.40191069509929145,0.9253921586933974,0.05563237396741959,0.26571263982782944,0.7553806372140593,0.5963328497332034,0.6260178657199218,0.0,0.07868102552727248,0.525887618263005,0.7390465932399475,0.8000540815048375,0.588564199304947,0.4257029829986961,0.3729772206235446,0.6998397012918086,0.4431073583211861,0.11941321866772014,0.518153304937405,1.0,1.0,,0.5019480229208648,0.5567187714375397,0.27100791992474615,0.13925489387496093
9,9,268,,2,-0.1535867166398917,-0.4122849034214733,0.0430813924057612,0.20649236889428035,-0.009768864113064104,0.066349008,0.5971285614735165,1.0556087351503696,0.0541448174147558,-0.5573533426242403,-0.6913877136023913,0.06637728,0.601327160923805,0.4971471548108806,0.038710102,0.9889405361773551,0.42713190179926536,0.074508948,0.7999468415728188,-0.4176914552025274,-0.6822841657746264,0.011128942371123,0.7025949921513529,-0.16888388499605672,-0.12743252413331912,0.0,0.7602684259414673,0.3353409184673308,0.23095938724710963,0.0372214341232602,0.7867035642266273,-0.47085682526959155,-0.4854378939765853,0.077088102,0.7777300089597702,0.1871348584655416,0.8812719449167873,0.037844405,0.702046751123271,0.010300319141019542,-0.21815192434111386,0.072827823,0.7904953097751786,-0.6343081767272227,-0.5649143414128869,0.041678304,0.6990690110053948,-0.7390787363659537,-0.6592774811451838,0.062334235,0.7925086167760582,-0.28919823091200175,-0.1459574639371713,0.091936277,0.2371434990040637,0.22963698379092223,0.0295902015580156,-0.7646385614060673,-0.8274130974569202,0.093015545,0.3571784113237391,-0.16942558644851285,0.040003212,1.8149491857916629,1.2953560312666466,0.070790475,10.5,0.8916082343383106,0.07643541397466205,0.3329370467860366,0.7096679561898847,0.28991580871192235,0.3051171746872273,0.3652462136236037,0.7026198287498577,0.14025545463287814,0.0,0.39849403454568416,0.6794995155731043,0.29583058292483816,0.674100287540587,0.2761131276190662,0.23535078188039216,0.9842731427681665,0.1320274096903309,0.665292833742263,0.6491016734420076,0.7848517812132247,0.12850655501577535,0.02447151792884128,0.43020000201733843,0.5610886096546182,0.8253388710158465,0.38609604513194196,0.5122092351840895,0.5183682560563367,0.81623553211924
