,Unnamed: 0,Domain,Sub-domain,Paragraph,Context,Sentence,Rating,Transliteration,AYA_8b_vanilla,AYA_8b_avg,AYA_8b_entropy,AYA_32b_vanilla,AYA_32b_avg,AYA_32b_entropy,LLAMA_3b_vanilla,LLAMA_3b_avg,LLAMA_3b_entropy,LLAMA_70b_vanilla,LLAMA_70b_avg,LLAMA_70b_entropy,LLAMA_8b_vanilla,LLAMA_8b_avg,LLAMA_8b_entropy,conf_llama_70b_vanilla,conf_llama_70b_avg,conf_llama_70b_entropy,conf_llama_70b_verbal_conf,conf_noscale_llama_70b_vanilla,conf_noscale_llama_70b_avg,conf_noscale_llama_70b_entropy,conf_noscale_llama_70b_verbal_conf,conf_noscale_llama_8b_vanilla,conf_noscale_llama_8b_avg,conf_noscale_llama_8b_entropy,conf_noscale_llama_8b_verbal_conf,conf_llama_8b_vanilla,conf_llama_8b_avg,conf_llama_8b_entropy,conf_llama_8b_verbal_conf,conf_llama_3b_vanilla,conf_llama_3b_avg,conf_llama_3b_entropy,conf_llama_3b_verbal_conf,conf_noscale_llama_3b_vanilla,conf_noscale_llama_3b_avg,conf_noscale_llama_3b_entropy,conf_noscale_llama_3b_verbal_conf,conf_noscale_aya_32b_vanilla,conf_noscale_aya_32b_avg,conf_noscale_aya_32b_entropy,conf_noscale_aya_32b_verbal_conf,conf_aya_32b_vanilla,conf_aya_32b_avg,conf_aya_32b_entropy,conf_aya_32b_verbal_conf,noscale_aya_8b_vanilla,noscale_aya_8b_avg,noscale_aya_8b_entropy,noscale_aya_32b_vanilla,noscale_aya_32b_avg,noscale_aya_32b_entropy,noscale_llama_8b_vanilla,noscale_llama_8b_avg,noscale_llama_8b_entropy,noscale_llama_3b_vanilla,noscale_llama_3b_avg,noscale_llama_3b_entropy,noscale_llama_70b_vanilla,noscale_llama_70b_avg,noscale_llama_70b_entropy,FKGL,LIX,ARI,RSRS_mBERT,AYA_8b_entropy_minmax,AYA_32b_entropy_minmax,LLAMA_3b_entropy_minmax,LLAMA_70b_entropy_minmax,LLAMA_8b_entropy_minmax,conf_llama_70b_entropy_minmax,conf_noscale_llama_70b_entropy_minmax,conf_noscale_llama_8b_entropy_minmax,conf_llama_8b_entropy_minmax,conf_llama_3b_entropy_minmax,conf_noscale_llama_3b_entropy_minmax,conf_noscale_aya_32b_entropy_minmax,conf_aya_32b_entropy_minmax,noscale_aya_8b_entropy_minmax,noscale_aya_32b_entropy_minmax,noscale_llama_8b_entropy_minmax,noscale_llama_3b_entropy_minmax,noscale_llama_70b_entropy_minmax,conf_llama_70b_verbal_conf_minmax,conf_noscale_llama_70b_verbal_conf_minmax,conf_noscale_llama_8b_verbal_conf_minmax,conf_llama_8b_verbal_conf_minmax,conf_llama_3b_verbal_conf_minmax,conf_noscale_llama_3b_verbal_conf_minmax,conf_noscale_aya_32b_verbal_conf_minmax,conf_aya_32b_verbal_conf_minmax
0,0,,,,,,4,False,0.5661411009939096,0.5868997164676777,0.000307671,0.7286557668195162,0.7807069069305556,0.000297653,0.42381918653892586,0.4399737463735246,0.089352523,0.6270266287506403,0.8453542736602464,0.045087056,0.4956139503413174,0.5245433198572038,0.0,1.6738426661837207,1.3069736366650857,0.078831846,0.7697059810161591,0.5165489558257063,0.887156051199382,0.06911982,0.7110727488994598,1.097716964900476,0.9078491994046249,0.058932149,0.6651355266571045,2.1714712794627413,1.8063575993933414,0.074436402,0.8,0.9450986970342141,0.4891293674796852,0.058473354,0.8,0.4170288281141495,0.513845370337766,0.074580415,0.7448104560375214,0.7241577287008596,0.7900991184863436,0.00306678,0.7998272070231025,0.7404795900698569,0.740810745176034,0.001424848,0.7651350909510655,0.9218347435240728,1.14550872332605,0.045789941,0.9173255366707496,0.9789473913107181,0.018322897,0.9785809197554667,0.7476521826707708,0.058932149,1.183662174060352,0.9155961942911723,0.054974985,0.6887824428971301,1.0710274320259485,0.066200705,11.8,0.893268055339772,16.4,0.6366521129666262,0.004093493432283667,0.003397768690654753,0.5021026990077787,0.38677520910823,0.0,0.5960651181686026,0.43620563358502207,0.3670279675108668,0.6499946108200331,0.29952589145735475,0.5244483491944119,0.028978261855244613,0.015624173967123877,0.3361600996397989,0.1655335975151848,0.4055384693347381,0.38604596869054425,0.39653793849919955,0.8158716943025124,0.5402516209482364,0.16937027104188296,0.18872244410494066,0.30814990730845615,0.5627173521856537,0.9983055396308709,0.3021235358831089
1,1,,,,,,2,False,0.5661411009939096,0.5114554645887159,0.014024346,-0.54845057717598,-0.6696686039147,0.019968242,0.42381918653892586,-0.010862222253031859,0.1004292687724537,-0.48390098523147235,-0.7957915083114437,0.045087056,0.4956139503413174,-0.2233625161449919,0.058932149,-0.526450515977138,-0.9547005671372177,0.05214648,0.8602685868740082,0.5165489558257063,-0.47282615058907107,0.1287143670979064,0.7302940189838409,1.097716964900476,0.8561175902839047,0.0817456,0.6882126092910766,0.013240678533309465,-0.397067748709983,0.054974985,0.8,0.9450986970342141,0.6474263390140035,0.076566499,0.8,0.4170288281141495,0.18994500627465566,0.1020919253710576,0.7602685838937759,0.7241577287008596,0.7530435567648799,0.017083557,0.7998286471173174,-0.503831473655779,-1.0442919324358315,0.056149402,0.7987590769629606,-0.3679426229516685,-0.15167667626224332,0.097526872,0.9173255366707496,0.9255147324858242,0.028420064,0.9785809197554667,0.7648573619713217,0.074436306,-0.17504863137512242,0.22660106684521036,0.088923151,-1.19813416537568,-0.8366466141769,0.1068043668416858,-0.4,-1.0811189287602956,-0.3,-0.8616385994471448,0.19366292027723603,0.2385478619736207,0.6277461028957804,0.38677520910823,0.5238788744540788,0.3942911315723429,0.8122985860124835,0.5091095765225923,0.48005334782183795,0.4668116719144385,0.717908873622254,0.1642942832339968,0.6324645780709856,0.8011954358073932,0.26017616949575356,0.5122295064816349,0.6244371684105151,0.6397512450979843,0.9438525433560916,0.5870259624639962,0.2509854707379855,0.18872244410494066,0.30814990730845615,0.6528676207233359,0.9983202364878716,0.4761279904745366
2,2,,,,,,5,True,0.5661411009939096,0.5864623016809746,0.000139163,0.7286557668195162,0.7839581356522265,0.001398417,0.42381918653892586,0.7024786509964653,0.076650728,0.6270266287506403,0.7182174848407012,0.029590202,0.4956139503413174,0.8576609355565711,0.045087056,0.5736960751032915,0.7259000666555794,0.033326836,0.8,0.5165489558257063,0.9247248923658817,0.074436402,0.7302940785884857,0.5466182437463595,0.36457006546614124,0.057126341,0.7394117772579193,0.013240678533309465,0.5680694115623697,0.073503173,0.8,-0.7858123997812566,-0.6651791221034167,0.076650728,0.7867035642266273,-0.7089490077940542,-0.7569592105346298,0.084090018,0.8,0.7241577287008596,0.7879530623190995,0.004890324,0.7998485988378178,0.7404795900698569,0.7761774473860331,0.010648582,0.7651350821286229,0.2769460602862021,0.3029031772212376,0.088776233,0.9173255366707496,0.9999833339071285,0.010432235,0.3847818179621009,0.5505601275486071,0.07833325,-0.17504863137512242,-0.14461153762570297,0.06911982,0.6887824428971301,0.9430312201801363,0.0295901306108655,10.3,0.5934261832052921,16.3,1.6932879472201665,0.0017646517138067606,0.01655674208400514,0.35802637983682073,0.2538368565493556,0.40080255939297277,0.25199161819102445,0.46975784798339176,0.35578143991597344,0.6418454552407378,0.46759043724252936,0.5913197335229146,0.046582502750929504,0.11959161439444153,0.7225406669528923,0.09157299586233118,0.5390461207008651,0.4853739908726861,0.17724296731212555,0.8586824574654319,0.587026107509979,0.4320581992178294,0.18872244410494066,0.12416710086295524,0.8845772989370038,0.9985238534318563,0.302123490226883
3,3,,,,,,2,False,0.5661411009939096,-0.032672363934689155,0.051934848,-0.54845057717598,-0.5782022815692188,8.502524704543537e-05,0.42381918653892586,0.22986649896128009,0.07922801,-0.48390098523147235,-0.6471818024206893,0.026077563,-0.8508039480859281,-0.7723789367818203,0.033326836,-0.526450515977138,-0.5270033345277813,0.019873426,0.8110727548599244,-0.5040265568965984,-1.0475496706024792,0.089352523,0.8,-1.1066779197159902,-1.4286956962178954,0.1049257673887005,0.7924141824245453,-1.0658746219314066,-1.0324752981092757,0.029590202,0.8158869177103043,-0.7858123997812566,-0.2283329804830814,0.052146424,0.8,-0.7089490077940542,-0.5073917918792161,0.075864781,0.7205371439,-1.0938593059849826,-0.7448073749269101,0.09388681,0.7320743749623091,-0.503831473655779,-0.5336629535922444,0.000315776,0.7998925965,-0.3679426229516685,0.015167282073373903,0.1056192288529057,-0.8417810807096289,-0.691797634719958,0.069823796,-0.20901728383126475,-0.6107795627071606,0.1056642157331751,-0.17504863137512242,-0.4106081043125375,0.076938672,-1.19813416537568,-1.0357892062411025,0.083322826,0.9,-0.22304919325065822,5.0,-0.38020828272098844,0.7175998171960899,0.0008559314359689219,0.3872604608486435,0.22370400237172375,0.29625977720234964,0.15026739342251327,0.5638914266217021,0.653475086140041,0.258387983786161,0.24102829897427133,0.5334799914621766,0.9057422369901074,0.003123013689777841,0.873933261896829,0.6482608358258417,0.727122717209708,0.5402796228503574,0.4990983351607435,0.874330202524354,0.7566532216111574,0.6195083180504337,0.34759161877088207,0.30814990730845615,0.4211578031998342,0.30685516520233325,0.4819939651017413
4,4,,,,,,5,False,0.5661411009939096,0.5855243508362942,0.000299353,-0.54845057717598,-0.4331459094857275,0.027267753,-1.0460218220960724,-0.9872072516274621,0.074103741,0.6270266287506403,0.5173609502311023,0.071844328,0.4956139503413174,0.5245433198572038,0.0,0.5736960751032915,1.1405295230298802,0.1227995437327963,0.5731452953070402,0.5165489558257063,0.4925408534321591,0.073881722,0.7,0.5466182437463595,0.4217082179354366,0.05214648,0.7682262361049652,0.013240678533309465,0.47967016016531583,0.057126377,0.8,0.9450986970342141,0.33956982500239913,0.058932149,0.8,0.4170288281141495,1.1826745116558313,0.058473354,0.6847734540700913,0.7241577287008596,0.7862023299010711,0.003797333,0.7999773197636955,-0.503831473655779,-0.27650261690252637,0.040391142,0.7924146253,0.9218347435240728,0.8889711884604382,0.090966994,0.9173255366707496,0.5836716996938627,0.06886062,0.3847818179621009,0.3184351145516726,0.076650723,1.183662174060352,0.7738323328555616,0.058473374,0.6887824428971301,0.20962375275126852,0.091130591,2.8,0.8128323945193995,13.7,0.33400558509346506,0.003978535653339695,0.32580913780883014,0.3291359346724735,0.6163100333151107,0.0,0.9285146582275863,0.46625733914472667,0.3247669886812725,0.4988397637176698,0.30376782284323645,0.411183740089948,0.03603091920766676,0.4548417240524088,0.7422322346281734,0.6392328130240048,0.5274679000560628,0.41061239595489635,0.5458663421991308,0.5380969636692897,0.5133064432223149,0.5339643998514747,0.18872244410494066,0.30814990730845615,0.21258751111494112,0.9998375126500418,0.44329539142145036
5,5,,,,,,5,True,-1.1750098322515103,-1.2327282924429912,0.010369462,-0.54845057717598,-0.5780616532698726,4.299036550634959e-05,-1.0460218220960724,-0.26312931813537777,0.079531117,-0.48390098523147235,-0.9940531493956504,0.057126341,-0.8508039480859281,-1.0108530558188022,0.063178174,-0.526450515977138,-1.1853407084993206,0.058932149,0.9,-1.0143143132577506,-1.204595002623261,0.1021569433664982,0.8,-1.1066779197159902,-1.4062006495143733,0.099742622,0.7841130077838898,-1.0658746219314066,-0.7528470133760183,0.054974985,0.8091815620660782,-0.7858123997812566,-0.3496923026173495,0.048795514,0.8,-0.7089490077940542,-1.8947221986293452,0.1065615451527123,0.7602685838937759,-1.6998649842135969,-1.7750803175826773,0.014659301,0.7835471399249855,-0.503831473655779,-0.5333061348916084,6.052705992579098e-05,0.7999625669501256,-1.012831306189539,-1.4746001854705177,0.064199309,-1.428149953169755,-1.5275963889080697,0.002420744,,,0.0,-1.533759436810597,-2.5374894856983192,0.1094044886761861,-1.19813416537568,-1.2805468236168072,0.057236857,2.1,-0.801079433489368,4.2,-0.439417027712984,0.14315109688965943,0.00035342963924822146,0.39069860017264857,0.49005312047570926,0.5616240243535654,0.4455990838729655,0.6446983543402249,0.6211945847565251,0.48005334782183795,0.21004642188261888,0.7493391722605156,0.14089085199416412,0.0002459165216134837,0.5016319680139194,0.01647984214513716,0.0,0.7682614521876076,0.34284506911147666,1.0,0.7566532216111574,0.5901500999101583,0.28053806335724385,0.30814990730845615,0.6528676207233359,0.8321595919513092,0.4823560628615762
6,6,,,,,,6,False,0.5661411009939096,0.5900173257469885,0.001249228,0.7286557668195162,0.7818468731912119,0.000585623,1.893660195173924,1.5696520716984732,0.054974985,0.6270266287506403,0.8886457670479094,0.048795448,0.4956139503413174,1.1188509697920144,0.057126341,0.5736960751032915,0.8755545981776082,0.048795514,0.8,0.5165489558257063,0.9204402652419477,0.074103781,0.7328511923551558,1.097716964900476,0.9392700119025985,0.058473354,0.6348645508289337,1.0923559789980255,1.7146776562268864,0.058473354,0.8,0.9450986970342141,1.0288319526221477,0.048795514,0.8,0.4170288281141495,0.7826332452533601,0.037221434,0.7478343188762665,0.7241577287008596,0.7932155807159507,0.002325249,0.7998822698753543,0.7404795900698569,0.9273324886031494,0.033706026,0.7932453806435205,0.9218347435240728,0.9681833132908724,0.046845351,0.9173255366707496,1.0063391385591176,0.005725779,0.9785809197554667,0.847389078761182,0.054974985,1.183662174060352,1.0407638056442539,0.048795448,0.6887824428971301,1.0330103980224952,0.066483541,7.5,1.1125237841953046,16.0,1.0605980408803906,0.017106152902005945,0.006840277319282787,0.11215866848297984,0.4185873125921054,0.5078260971742248,0.368953732461215,0.4676587228113545,0.36417060358961983,0.5106018554815697,0.21004642188261888,0.2617405603863796,0.02181962441319874,0.3794889006210622,0.34564661023596555,0.04745853279032498,0.3783074543675674,0.3426519532629082,0.3982321078343049,0.8586824574654319,0.5932487614809083,0.06231290263886491,0.18872244410494066,0.30814990730845615,0.5803522203578493,0.9988674826323463,0.4475945584029337
7,7,,,,,,2,True,-1.1750098322515103,-1.1916996479352608,0.00261978,-0.54845057717598,-0.553672047111664,0.007237644,-1.0460218220960724,-0.6897045789514239,0.054974985,-0.48390098523147235,-0.6804826255387897,0.079228091,-0.8508039480859281,-0.6889748909189195,0.041181283,-0.526450515977138,-0.7772831888665181,0.076650688,0.9,-1.0143143132577506,-1.0708158319233156,0.105727055,0.7651355326,-1.1066779197159902,-0.9503262621912693,0.097683563,0.7867035642266273,-1.0658746219314066,-1.0063401606515798,0.033326836,0.8132964119315147,-0.7858123997812566,-1.0126758395666615,0.069021396,0.7889272727072238,-0.7089490077940542,-1.8530465738408146,0.1083561431799437,0.7651355326,-1.6998649842135969,-1.5976605168675695,0.053964753,0.7705762985334331,-0.503831473655779,-0.5329079125231071,0.000245428,0.7993345578015578,-1.6577199894274097,-1.701057871096407,0.046715946,-1.428149953169755,-1.3219564251869533,0.055332666,-0.20901728383126475,-0.4141409899408598,0.1035687815187782,-1.533759436810597,-2.1045103485950247,0.1130772908794235,-1.19813416537568,-1.0627575877775357,0.086127915,2.1,-0.6610596858539042,5.5,-0.29529864433458547,0.03604767897164039,0.08636119856217228,0.11215866848297984,0.6796509726377095,0.36608208851530066,0.5795728974864383,0.6672288355692112,0.6083708161925286,0.29101707247595154,0.39705108336092365,0.7619587584192821,0.5203402349110442,0.0023300700186809796,0.3444834585662856,0.51243285416477,0.7127030973872889,0.7940526458433684,0.515900636727876,1.0,0.6718116633908291,0.5993119504244344,0.3216865613803792,0.1549365592313503,0.6812511828794539,0.6997858908963543,0.47910610941059906
8,8,,,,,,3,True,0.5661411009939096,0.4351192327853675,0.023380237,0.7286557668195162,0.447609937249037,0.044720929,0.42381918653892586,0.005706528675761177,0.084380831,-0.48390098523147235,-0.03414215740067091,0.058473374,0.4956139503413174,0.07140051061783445,0.05214648,0.5736960751032915,-0.01492877761502454,0.058932149,0.8,0.5165489558257063,0.422256224716073,0.052887127,0.7348645567893982,1.097716964900476,0.832365367165165,0.081946776,0.6767764508724212,0.013240678533309465,-0.14357503927331067,0.033326836,0.8,-0.7858123997812566,0.19001337444735367,0.058473374,0.8,0.4170288281141495,0.25009165164149694,0.075864781,0.7478341937065124,0.7241577287008596,0.5676107336962721,0.058815477,0.7997798374513451,0.7404795900698569,0.506840047026621,0.038154242,0.794659469105983,-0.3679426229516685,-0.11959370207505793,0.080043528,-0.2554122082495027,-0.4146714337056566,0.070402079,0.9785809197554667,0.9052559529958081,0.048795514,-0.17504863137512242,0.3086108822753906,0.081796419,0.6887824428971301,0.5634645060395945,0.045087056,2.4,0.09904751559575661,9.8,0.870899289445638,0.3229647295344976,0.5344513886577509,0.44570885204270816,0.501608520549972,0.46355749302714433,0.4455990838729655,0.33376335096831167,0.5103624956786876,0.29101707247595154,0.2995260763735542,0.5334799914621766,0.5671684517319601,0.429627990927422,0.6440470971404999,0.6536811869453826,0.3357837512078811,0.5743917494160778,0.27006854744580083,0.8586824574654319,0.5981482189688638,0.2105399617497392,0.18872244410494066,0.30814990730845615,0.5803514903802571,0.9978221102725415,0.4549124799476236
9,9,,,,,,3,True,0.5661411009939096,0.581788545081416,0.001408212,0.7286557668195162,0.7590219550970384,0.006574308,0.42381918653892586,0.7368698638807171,0.080847166,0.6270266287506403,0.14137334783208264,0.057126341,0.4956139503413174,0.0030361015820197395,0.054974985,0.5736960751032915,0.21571132886608477,0.05214648,0.8,0.5165489558257063,0.40497977362363713,0.06034792,0.7397314608097076,,,0.0,,0.013240678533309465,-0.397067748709983,0.054974985,0.8,0.9450986970342141,0.33956982500239913,0.058932149,0.8,0.4170288281141495,0.22062405147818137,0.073503173,0.7602684259414673,0.7241577287008596,0.7899680246567737,0.003298913,0.7999282973666055,0.7404795900698569,0.4558675329785543,0.042719699,0.7914900183075986,0.9218347435240728,0.8419150939392821,0.064619707,0.9173255366707496,0.9545325091108391,0.022416032,-0.20901728383126475,0.096149533571834,0.097743828,-0.17504863137512242,0.09529151048072408,0.077088102,0.6887824428971301,0.6155137261788782,0.052887188,0.1,0.5435546509464355,5.2,0.43973893003730374,0.019303369483831927,0.07843141454411622,0.4056265293172002,0.49005312047570926,0.48870156194252923,0.3942911315723429,0.38084738471741136,0.0,0.48005334782183795,0.30376782284323645,0.5168731997589617,0.03121924164615617,0.48108859014580585,0.50541069863198,0.20389929195835732,0.6726189875417221,0.5413289519061348,0.3167908333081892,0.8586824574654319,0.609991673109564,,0.18872244410494066,0.30814990730845615,0.652866699561137,0.9993372154109119,0.43851054124433864
