,Unnamed: 0,Domain,Sub-domain,Paragraph,Context,Sentence,Rating,Transliteration,AYA_32b_vanilla,AYA_32b_avg,AYA_32b_entropy,AYA_8b_vanilla,AYA_8b_avg,AYA_8b_entropy,conf_noscale_aya_32b_vanilla,conf_noscale_aya_32b_avg,conf_noscale_aya_32b_entropy,conf_noscale_aya_32b_verbal_conf,conf_aya_32b_vanilla,conf_aya_32b_avg,conf_aya_32b_entropy,conf_aya_32b_verbal_conf,noscale_aya_32b_vanilla,noscale_aya_32b_avg,noscale_aya_32b_entropy,noscale_aya_8b_vanilla,noscale_aya_8b_avg,noscale_aya_8b_entropy,FKGL,osman,ARI,RSRS_mBERT,AYA_32b_entropy_minmax,AYA_8b_entropy_minmax,conf_noscale_aya_32b_entropy_minmax,conf_aya_32b_entropy_minmax,noscale_aya_32b_entropy_minmax,noscale_aya_8b_entropy_minmax,conf_noscale_aya_32b_verbal_conf_minmax,conf_aya_32b_verbal_conf_minmax
0,0,,,,,,5,False,0.27598476333588406,0.3148858625980144,0.007243305,0.30452955138676624,0.293761172776945,5.8655458214906766e-05,0.5457457397666272,0.6237675039533594,0.023696962,0.7992339738773921,0.35067001046407065,0.3833093249039364,0.014059037,0.7777297370686199,0.6892303411326002,0.7360509220552183,0.000833657,1.3620131388984353,1.3587832539199498,0.0405762366932494,8.7,-0.2707186609976797,14.7,0.0600984006154045,0.09889678452091683,0.0008994783803559271,0.2191689534418864,0.1306602829829717,0.005138331164052678,0.3219346583575343,0.9889303518446626,0.38435003532057355
1,1,,,,,,5,True,1.328815527172775,0.978704189417536,0.053276824,0.30452955138676624,0.6726557919228999,0.042585522,0.5457457397666272,0.5633874816422222,0.001040029,0.7998293148724457,1.428849445622258,1.4152919357687457,0.011405541,0.7562173189392183,0.6892303411326002,0.7313275596844664,0.003401915,0.7257893143789849,0.9159765921548538,0.039416658,13.8,1.8090841712956847,28.9,2.197478055144714,0.7274447314796194,0.6795408017569885,0.00899162279017639,0.10598816269555336,0.028085238903397584,0.31156574161639605,0.9950936742190217,0.27602503120708377
2,2,,,,,,4,False,0.27598476333588406,0.29558200731616835,0.000312927,0.30452955138676624,0.29363519365348834,1.947495157923455e-05,0.5457457397666272,0.5620824978872346,0.002003434,0.7999493083,0.35067001046407065,0.33791845089318234,0.000862278,0.7867032163130603,0.6892303411326002,0.6858976639467016,0.0229956356316348,0.7257893143789849,0.23293978269577864,0.086439199,2.8,-0.0632748703304139,10.3,-0.36226850991954584,0.004268458071492893,0.00027423807849466015,0.017928661675206008,0.00795724312458474,0.2031514898815402,0.732039846068482,0.9963359172074364,0.4295356657884839
3,3,,,,,,3,False,0.27598476333588406,0.29529329698299783,0.000195782,0.30452955138676624,0.28580914110818945,0.002361933,0.5457457397666272,0.5599256533183085,0.003321164,0.7998218384262458,0.35067001046407065,0.3469195582868275,0.004634356,0.7835479024047458,0.6892303411326002,0.6411274963690794,0.028425862,-0.5466583346599162,-0.4680240681207269,0.0515676839043744,0.9,-0.321148961832308,9.3,-0.5746250916745491,0.002668944264032786,0.03765505070837775,0.030152600984188288,0.043029902796777326,0.25166955289492676,0.42021983870817003,0.9950162736225101,0.4136471966242308
4,4,,,,,,2,False,-0.7768460005010068,-0.8026495643666931,0.000595431,0.30452955138676624,-0.16404563991317694,0.046752863,0.5457457397666272,0.4934840910897389,0.026500526,0.7997118981700595,-0.7275094246941166,-0.7577833498851112,0.005989268,0.7957914416499932,-0.4988989498574888,-0.44812565283143246,0.1021151574310188,-0.5466583346599162,-0.9105302940655986,0.059787335,0.1,-0.9989178985813925,4.8,-1.1349478932595365,0.008125806218342612,0.7460429929876286,0.24517625097996143,0.055627830904777686,0.9100697072536081,0.4937197040885156,0.9938781070147575,0.4752990960586527
5,5,,,,,,3,False,0.27598476333588406,0.2951359694338609,0.000187814,0.30452955138676624,0.2936489051926203,4.015078156635823e-06,0.5457457397666272,0.5568979074682744,0.0043591,0.7998957176678061,0.35067001046407065,0.3336699825426026,0.00256332,0.7962676635874686,0.6892303411326002,0.7348775041590764,0.000863586,-0.5466583346599162,-0.4381186689002973,0.054112533,2.1,-0.29861627422534653,9.3,-0.9097923484551442,0.0025601481052736227,2.7530295581970693e-05,0.03978102765020321,0.02377347681702318,0.005405741214651509,0.4429758004595538,0.9957811152616598,0.4776970944159573
6,6,,,,,,4,False,0.27598476333588406,0.29512300784312956,2.297967781164984e-05,0.30452955138676624,0.293660151938234,5.250776239407972e-06,-0.785341430395878,-0.7635418327266615,0.095071681,0.7095082633895801,0.35067001046407065,0.3365224591337932,0.000133866,0.7957911564600636,-1.0929635953525332,-0.9989494526849783,0.047502058,-0.5466583346599162,-0.5922562553903264,0.054876121,7.9,0.36126957712138735,17.6,0.23881838057908258,0.00030947778828532564,4.7249495475583604e-05,0.8812774530978589,0.0011844918248658195,0.42211181750761767,0.4498037806929138,0.060036686534352235,0.47529765999506735
7,7,,,,,,3,False,0.27598476333588406,0.29117344531536926,0.001912602,0.30452955138676624,0.29166201807369413,0.000728194,-0.785341430395878,-0.5592478397517687,0.088338019,0.7084758495,0.35067001046407065,0.30771140009762527,0.009677828,0.7990292967024744,-1.0929635953525332,-0.7415298198461355,0.078216174,-0.5466583346599162,-0.5661671299874245,0.034089308,0.1,0.6441799881865723,12.8,-0.17598764917838944,0.0261106387018975,0.011583936441761544,0.8188125508681151,0.08992394290470522,0.6965367335976433,0.26392874300432995,0.04934852684416402,0.4916031981716329
8,8,,,,,,3,False,1.328815527172775,1.3661252141258022,0.01044896,0.30452955138676624,0.33275516597257315,0.008786358,0.5457457397666272,0.5684169028057936,0.003559239,0.7999071510264912,1.428849445622258,1.3543141319458813,0.024483376,0.7798183704553537,0.6892303411326002,0.7358662959140821,0.000505819,0.7257893143789849,0.6130389331093076,0.05303703,0.1,0.8172882548813253,16.1,-0.46240408077165035,0.14266723511166787,0.14017566034817072,0.032361106786580246,0.2275854510347894,0.002209159585709943,0.4333586859620508,0.9958994801583883,0.39486727326419135
9,9,,,,,,3,False,-0.7768460005010068,-0.8023105013565129,0.000471528,0.30452955138676624,0.17869964286202158,0.019856076,-2.1164286005583834,-2.131749553090821,0.034219984,0.7962674805549568,-0.7275094246941166,-0.7768993223321506,0.00218173,0.7998983319399484,-1.6870282408475776,-1.7626005999234762,0.003165668,-1.1828821591793668,-1.2743899810205541,0.0244481938292119,0.5,-0.8683713751442335,5.9,-0.679841088606299,0.006434017757155794,0.3168255921164753,0.31678590249448846,0.020225465295439598,0.025974415881451576,0.1777181988552496,0.9582194570474583,0.4959791937063005
