,Unnamed: 0,Domain,Sub-domain,Paragraph,Context,Sentence,Rating,Transliteration,LLAMA_8B_vanilla,LLAMA_8B_avg,LLAMA_8B_entropy,LLAMA_70B_vanilla,LLAMA_70B_avg,LLAMA_70B_entropy,LLAMA_3B_vanilla,LLAMA_3B_avg,LLAMA_3B_entropy,AYA_32B_vanilla,AYA_32B_avg,AYA_32B_entropy,AYA_8B_vanilla,AYA_8B_avg,AYA_8B_entropy,mixtral_vanilla,mixtral_avg,mixtral_entropy,noscale_mixtral_vanilla,noscale_mixtral_avg,noscale_mixtral_entropy,conf_noscale_aya_32b_vanilla,conf_noscale_aya_32b_avg,conf_noscale_aya_32b_entropy,conf_noscale_aya_32b_verbal_conf,conf_aya_32b_vanilla,conf_aya_32b_avg,conf_aya_32b_entropy,conf_aya_32b_verbal_conf,conf_mixtral_vanilla,conf_mixtral_avg,conf_mixtral_entropy,conf_mixtral_verbal_conf,conf_noscale_mixtral_vanilla,conf_noscale_mixtral_avg,conf_noscale_mixtral_entropy,conf_noscale_mixtral_verbal_conf,conf_noscale_llama_3b_vanilla,conf_noscale_llama_3b_avg,conf_noscale_llama_3b_entropy,conf_noscale_llama_3b_verbal_conf,conf_llama_3b_vanilla,conf_llama_3b_avg,conf_llama_3b_entropy,conf_llama_3b_verbal_conf,conf_llama_8b_vanilla,conf_llama_8b_avg,conf_llama_8b_entropy,conf_llama_8b_verbal_conf,conf_noscale_llama_8b_vanilla,conf_noscale_llama_8b_avg,conf_noscale_llama_8b_entropy,conf_noscale_llama_8b_verbal_conf,conf_noscale_llama_70b_vanilla,conf_noscale_llama_70b_avg,conf_noscale_llama_70b_entropy,conf_noscale_llama_70b_verbal_conf,conf_llama_70b_vanilla,conf_llama_70b_avg,conf_llama_70b_entropy,conf_llama_70b_verbal_conf,noscale_aya_8b_vanilla,noscale_aya_8b_avg,noscale_aya_8b_entropy,noscale_aya_32b_vanilla,noscale_aya_32b_avg,noscale_aya_32b_entropy,noscale_llama_8b_vanilla,noscale_llama_8b_avg,noscale_llama_8b_entropy,noscale_llama_3b_vanilla,noscale_llama_3b_avg,noscale_llama_3b_entropy,noscale_llama_70b_vanilla,noscale_llama_70b_avg,noscale_llama_70b_entropy,FKGL,FRE,ARI,RSRS_mBERT,LLAMA_8B_entropy_minmax,LLAMA_70B_entropy_minmax,LLAMA_3B_entropy_minmax,AYA_32B_entropy_minmax,AYA_8B_entropy_minmax,mixtral_entropy_minmax,noscale_mixtral_entropy_minmax,conf_noscale_aya_32b_entropy_minmax,conf_aya_32b_entropy_minmax,conf_mixtral_entropy_minmax,conf_noscale_mixtral_entropy_minmax,conf_noscale_llama_3b_entropy_minmax,conf_llama_3b_entropy_minmax,conf_llama_8b_entropy_minmax,conf_noscale_llama_8b_entropy_minmax,conf_noscale_llama_70b_entropy_minmax,conf_llama_70b_entropy_minmax,noscale_aya_8b_entropy_minmax,noscale_aya_32b_entropy_minmax,noscale_llama_8b_entropy_minmax,noscale_llama_3b_entropy_minmax,noscale_llama_70b_entropy_minmax,conf_noscale_aya_32b_verbal_conf_minmax,conf_aya_32b_verbal_conf_minmax,conf_mixtral_verbal_conf_minmax,conf_noscale_mixtral_verbal_conf_minmax,conf_noscale_llama_3b_verbal_conf_minmax,conf_llama_3b_verbal_conf_minmax,conf_llama_8b_verbal_conf_minmax,conf_noscale_llama_8b_verbal_conf_minmax,conf_noscale_llama_70b_verbal_conf_minmax,conf_llama_70b_verbal_conf_minmax
0,0,,,,,,4,False,-0.07729988282791005,0.7154999038314291,0.091641167,1.7199423476253517,1.2059768087660323,0.1074589455193996,0.2832054477470765,0.6106117687505556,0.1111717011034673,0.07610044432694245,0.08097337040220776,0.004863416,0.35425942368054186,0.4437620766259185,0.010631483,0.704403347262801,0.6891211863025287,0.002063713,0.32820880177462985,0.4160728263299182,0.045911221,0.9995265267206154,0.8847042421033706,0.052304066,0.7999443905542194,0.016131363818025574,0.47149520105754344,0.055825876,0.7798183341852564,0.7812979249776202,0.8457652278453998,0.014467936,0.7999110887178176,0.30924378018605325,0.5406779661519356,0.065531827,0.7095192559615816,0.8893419573638782,1.024493742482214,0.048795448,0.6561107635498047,1.1760856984478036,0.31670049169772624,0.081946822,0.7777300089597702,0.5539977133310077,0.5947030130714664,0.086127844,0.8,0.6290442692812658,0.8737407573033026,0.05214648,0.7121144384145737,0.842033175803869,0.5828981218034691,0.086743705,0.7222700357437134,1.4773777246410722,1.3835873668201202,0.077227711,0.8222700387239457,1.6773891797993226,1.6205123653938345,0.046053403,0.590809451908145,0.5754233481782546,0.09890699,0.5003140393845783,0.636361590331246,0.071803736,0.7315013586142746,1.2540127508576198,0.079335526,0.3655913978494624,0.6139005932022807,0.083631234,0.29377889023311565,75.8,18.5,0.4768796230089149,0.8432418118945444,0.9347464157184698,0.8383112279122527,0.07434542112648168,0.18384368269519574,0.02855270544577175,0.4355211258238241,0.4817758828182304,0.8149440688407438,0.1337792318917827,0.6639571641035338,0.29717156238969517,0.6032306469745611,0.8014948857288959,0.3318706838633843,0.4974374172930156,0.6006238471185062,0.3949724518478205,0.88287002301044,0.4941764133164384,0.4977963507012234,0.4807192087716056,0.8015411402627972,0.338786056881045,0.4961214879511444,0.061927214068094205,0.0904705034812836,0.04179926216878016,0.18325169193893132,0.2835785143509,0.5942708532226322,0.8727197793066512
1,1,,,,,,5,False,-0.07729988282791005,0.12868164277647173,0.045087056,-0.1444482831013479,0.8138822736525358,0.1135250079379725,0.2832054477470765,0.34520484639360544,0.082043239,0.07610044432694245,0.06937777766132777,8.545495915124157e-06,0.35425942368054186,0.38926622735778227,7.409861928031621e-06,-0.2828286167040035,-0.15520961072827583,0.040422116,0.32820880177462985,0.4441606620201828,0.046217245,0.9995265267206154,0.842860581231404,0.062204186,0.7999281797890148,0.016131363818025574,0.0194607224357991,0.000592051,0.7970687706366959,-0.13351293654680849,-0.13748062378903672,0.000702634,0.8042029177366203,0.30924378018605325,0.25358763409339347,0.042521091,0.6997648872490003,-0.5652262217912649,-0.4111609498076505,0.095694732,0.7448103845119476,-0.29402142461195085,0.26159780183967596,0.054974985,0.8,0.5539977133310077,0.3610304760714474,0.048795514,0.8,0.6290442692812658,0.3931434189245489,0.058932149,0.7651355326,0.3329608309551247,0.47417267814911807,0.088690039,0.6580258034169674,1.4773777246410722,0.9522601451223841,0.1018931922682363,0.4271030597388744,-0.2702070436078407,-0.05534884198570128,0.059467733,0.590809451908145,0.7830212101788832,0.078873982,-0.05392606412528392,0.22506796172744403,0.058473374,-0.7808160569478211,-0.4353487265581031,0.094226035,0.3655913978494624,0.5010296290100312,0.088689988,0.18730151467983147,56.25,17.9,-0.0583153407673621,0.4148713077216792,0.9875128938918656,0.6186625530176701,0.00012098737833012962,9.226757233813605e-05,0.5592641863198745,0.43843450878311796,0.5733029100507602,0.008381143888603958,0.0064969762660618945,0.43080951904568554,0.5827952029644888,0.4046843423527368,0.45408491727150097,0.37505604578044116,0.50859879618673,0.7924549406279012,0.5256461534773311,0.7037619889770244,0.40243257311612146,0.5912278991387256,0.5097973426689267,0.8014096878799011,0.43369598631129724,0.5177279179017158,0.013886137629262496,0.46817073045684765,0.28593852817906296,0.18325169193893132,0.48575185192156267,0.44761152272442306,0.22564702293004052
2,2,,,,,,5,False,-0.07729988282791005,-0.07864745064819882,0.0,0.4770152604742186,0.5346481522228105,0.087711546,0.2832054477470765,0.8151891132489343,0.054974985,0.07610044432694245,0.07095424824192974,0.000904711,0.35425942368054186,0.39243062487482505,0.001007573,0.704403347262801,0.6950621971952868,0.005083058,0.9541740422726352,0.9290164640853078,0.032874616,0.3892545549605037,0.35822324986647014,0.07220799,0.7562171465427795,1.0108987992629337,0.5654838720250354,0.055539324,0.7893306500701556,0.7812979249776202,0.7000237299227696,0.035223315,0.8006489342602435,0.86468163780178,0.8227123131727245,0.031299403,0.7817549507770064,0.8893419573638782,1.116422198322436,0.037221356,0.6687953978776932,1.1760856984478036,0.6813742994435201,0.058473374,0.8,-0.29302358391061556,0.10026887847721395,0.058473374,0.8,0.6290442692812658,0.4837365729184501,0.054974985,0.8,-0.17611151389361968,0.017846447440470616,0.05214648,0.7602685838937759,0.3385657285635791,0.3356768234022915,0.086583476,0.8,1.0281904386636016,1.1353902078898712,0.02176407,-0.6102866865864356,-0.4919603256306401,0.057938126,0.5003140393845783,0.4229129988819537,0.045087056,0.7315013586142746,1.0057340104656363,0.0,-0.13172043010752693,0.13766263702141474,0.058473354,0.5979999632424994,41.79,19.0,0.13402182582452887,0.0,0.7629709452697389,0.4145492667861165,0.0138221514010078,0.01739084878370529,0.07032715200497333,0.3114111774078613,0.6657885002392518,0.8107596362168781,0.32569594069241176,0.3171099776327593,0.2266836143564673,0.43043684145317407,0.5441458654452443,0.349871858413632,0.2990373806620537,0.6733865315781903,0.15836152508354484,0.5165819105301586,0.31030362572049736,0.0,0.33610964617719263,0.4469588395339148,0.3911217315113942,0.4998360366801182,0.41769401338581513,0.1444841420152101,0.28593852817906296,0.18325169193893132,0.6186926341738275,0.6810154749537891,0.8362533332014424
3,3,,,,,,5,False,-0.07729988282791005,-0.5441366101446358,0.058932149,-0.7659118266769144,-0.550222545633908,0.058473374,0.2832054477470765,-0.1282197926663206,0.1011350408866399,0.07610044432694245,0.06934804895698181,9.657402193705512e-05,-1.3704246126589383,-1.4640619046286092,0.001721143,-0.2828286167040035,-0.30143215475474266,4.8249817501381766e-05,-0.29775643872337554,-0.2827970062340377,0.003786545,-0.8312893885597197,-0.571366309871896,0.071544342,0.7119102889875648,0.016131363818025574,0.020649676924264976,0.001348944,0.7982024283355429,-0.13351293654680849,-0.1383482462025731,4.976779616362364e-07,0.8008552726991184,-0.24619407742967345,-0.07049257513438062,0.062072433,0.7037203597520927,-0.5652262217912649,-1.0915564768719461,0.1254571023529804,0.7651355326,-0.29402142461195085,-0.4584666701813882,0.071849339,0.8,-1.1400448811522388,-0.9256643385404403,0.05214648,0.8,0.08269126544542459,0.04619038605133346,0.063467344,0.8,-0.17611151389361968,0.14684769526665778,0.074580425,0.7158869147,-0.8002462675139141,-0.5245156055270784,0.078333286,0.8110727631,-0.9194057847435618,-1.0989571017964581,0.042352836,-0.6102866865864356,-0.5617383077941284,0.034500471,-0.05392606412528392,-0.009868327048799764,0.066200644,-0.7808160569478211,-0.7918652106905102,0.1279178130374753,-0.13172043010752693,-0.26435056750855224,0.066854989,0.08082413912654703,64.37,14.7,-0.9598128151796372,0.5422677790822903,0.5086386851953444,0.7626278942311759,0.0014668250257328088,0.029732583971817213,0.0006675651225139311,0.03448946417578425,0.6596530464701245,0.01943382459568517,4.601828814499315e-06,0.6289061529395602,0.7640524812707753,0.5289005990941852,0.4852685854851326,0.40391893865650486,0.4276862971510781,0.6092222465942856,0.35892392851359406,0.307034132712496,0.4556141314312447,0.802629335560674,0.3842879732530839,0.08767647804127776,0.4399332413800896,0.5008748098945515,0.03336716838296594,0.5547191617003788,0.28593852817906296,0.18325169193893132,0.6186926341738275,0.5796992064793292,0.8543846137001929
4,4,,,,,,4,False,-0.07729988282791005,0.045139331001475,0.033326836,-0.1444482831013479,0.09218095356921306,0.057126377,0.2832054477470765,0.20057840605730531,0.088690039,0.07610044432694245,0.32816186680534093,0.044719258,0.35425942368054186,0.38921111114506635,2.896810449160461e-05,-0.2828286167040035,0.07138205526756439,0.063898198,-0.29775643872337554,-0.03625003698485985,0.065616561,0.3892545549605037,0.4246926261421704,0.042514631,0.7499992126811776,1.0108987992629337,0.986220191632698,0.018264343,0.7798181744396743,-0.13351293654680849,-0.13809939049128134,0.000232911,0.8033079833605825,0.30924378018605325,0.34582742186944176,0.032241908,0.7013509959754695,0.8893419573638782,0.9014363143503186,0.057126341,0.6767764508724212,-0.29402142461195085,0.26159780183967596,0.054974985,0.7889273405075073,0.5539977133310077,0.6356677964837967,0.084090049,0.8,0.6290442692812658,0.6470119923123565,0.02283116,0.7682260632514953,0.3329608309551247,0.12964307304268158,0.058932149,0.7889272727072238,-0.23084026947516753,0.05307168371996587,0.069350013,0.7889272727072238,0.3789916975278804,0.38002608899537194,0.087745933,0.590809451908145,0.36060798482708856,0.071499867,0.5003140393845783,0.6233014784873061,0.029590202,0.7315013586142746,0.6181477984687556,0.057126341,-0.13172043010752693,0.13766263702141474,0.058473354,0.7805326070481295,34.43,21.0,0.8733807547900516,0.30665892298547803,0.49692164654725696,0.6687840049193661,0.683687586178404,0.00046513375342857,0.8840698421586192,0.6231181827967865,0.3912721430821382,0.2664443058392438,0.002153635091325557,0.3266595557603449,0.3479079443758053,0.4046843423527368,0.7825314217106406,0.14530209292351745,0.3379502408167506,0.539356547881866,0.8011140351694936,0.6378326367606062,0.20364929052812655,0.35844325376646113,0.33610964617719263,0.3965378870071561,0.33878517797911334,0.5132225341081154,0.021697854903218072,0.17846901697763418,0.16455226644255738,0.18325169193893132,0.4975362729388304,0.7464386882464629,0.8181221113358272
5,5,,,,,,3,False,-0.07729988282791005,0.13792781095097384,0.05517158,-0.7659118266769144,-0.6427382617050581,0.079531157,0.2832054477470765,0.09232748593800148,0.1155997154492243,0.07610044432694245,0.06937674805998621,1.3904635607902066e-05,0.35425942368054186,0.3894636630888625,0.000415947,-0.2828286167040035,-0.2994838905663333,0.001347381,0.9541740422726352,1.0436280513555973,0.027044851,0.9995265267206154,1.0707302162975072,0.005146112,0.7998954782419105,0.016131363818025574,0.019228662378854355,0.000518733,0.7924141735532089,-0.13351293654680849,-0.1383482523039864,7.01004184025305e-07,0.8268852393164707,0.86468163780178,0.7360599012822129,0.063566713,0.7880792155433481,0.8893419573638782,0.6275688077743946,0.086743705,0.6532909929999999,-0.29402142461195085,0.5648290385968022,0.1089331056754152,0.7811277553,-0.29302358391061556,-0.07516465728540572,0.048426452,0.8,-1.0100147422262578,-0.4599069513854688,0.1065615654233266,0.8,-0.17611151389361968,-1.0346145789025016,0.1212729434975274,0.7777300089597702,-0.8002462675139141,-0.8700761197202441,0.082043325,0.85,-0.2702070436078407,0.17093259697003582,0.088710496,1.1913575211554355,1.2573650282425588,0.002423037,-0.05392606412528392,-0.3584374641323184,0.1075013617798702,0.7315013586142746,0.43576414598409496,0.1070476446194816,-0.13172043010752693,-0.8006406963693445,0.1190293209571232,-0.6949395970473814,53.71,12.2,-0.8614385190250177,0.5076646730642879,0.6918127065584503,0.8717015071520191,0.000202921409060505,0.007158227706022781,0.01864182316744781,0.2559111577764323,0.04579860779647431,0.007310503198200188,6.481905271487878e-06,0.6440463841367301,0.5282821123462339,0.8018832971158898,0.45065047270887065,0.678179228791515,0.6954475809043646,0.638076369917191,0.810510182249882,0.020241148824272887,0.7398589593027458,0.6716779925646348,0.6841903228538964,0.8011445124710272,0.40808692523254697,0.6319179264468606,0.4488415428684114,0.0784633723895416,0.07904774134842185,0.18325169193893132,0.6186926341738275,0.7208771219371126,0.9181266666007211
6,6,,,,,,4,False,-0.07729988282791005,-0.07864745064819882,0.0,-0.1444482831013479,-0.23885105473224394,0.026077502,0.2832054477470765,0.3452054891834984,0.086127844,0.07610044432694245,0.06937724533856089,9.104601343802762e-06,0.35425942368054186,0.3886455789648848,0.000242783,-0.2828286167040035,-0.30134242765025754,4.8179441919722456e-05,-0.29775643872337554,-0.056200273220557935,0.063288263,-0.8312893885597197,-0.868173972318953,0.021574933,0.7182226658238676,0.016131363818025574,0.019095191986861604,0.000382211,0.7982014211245001,-0.13351293654680849,-0.13834884486828455,1.5610208957174092e-06,0.8017827782648965,0.30924378018605325,0.16346732298043504,0.059460629,0.6998780135289954,-0.5652262217912649,-0.6481543519374239,0.1077657311318689,0.7697058767080307,-0.29402142461195085,0.3621151533206892,0.057126341,0.8,-0.29302358391061556,-0.24520269629556993,0.019873426,0.8,0.08269126544542459,0.2271666908584258,0.045087056,0.8,-0.17611151389361968,-0.006044625856715989,0.048795514,0.75,-0.23084026947516753,-0.27743357687775966,0.026077563,0.8,-0.2702070436078407,0.3801509612944617,0.1081626039241081,-0.6102866865864356,-0.6644198150252489,0.012812104,-0.05392606412528392,-0.0033453459106000316,0.05766592,-0.7808160569478211,-0.8491644430440154,0.1020886111256158,-0.13172043010752693,-0.021774519856445854,0.0372214341232602,-0.2842411484847134,81.63,16.1,0.20432115222218025,0.0,0.2268387374133561,0.6494632891681376,0.0001295353475940409,0.0041632247881391625,0.0006665914341891125,0.6009525235107231,0.19768375131648797,0.005316913515785182,1.4434136682029125e-05,0.6024430292935947,0.656309389607926,0.42052100129910336,0.18493960328220535,0.2869430900821437,0.27982104822067705,0.20281329084757171,1.0,0.1131261197588143,0.3968754148975294,0.6405621873167874,0.21395186349968345,0.13886326450095865,0.43992769982006896,0.505544167398766,0.014443293958351422,0.5741805752693994,0.28593852817906296,0.18325169193893132,0.6186926341738275,0.6575739365544127,0.8362533332014424
7,7,,,,,,4,False,-0.07729988282791005,0.12868164277647173,0.045087056,1.0984788040497853,0.8184551969213572,0.07833325,0.2832054477470765,0.42850049345229846,0.092188423,0.07610044432694245,0.06982413851236308,0.000302915,0.35425942368054186,0.38931222623371825,2.371351526277166e-05,0.704403347262801,0.685975715420892,2.695683538504888e-06,0.9541740422726352,0.7561102019837598,0.064517274,0.9995265267206154,0.8832477510398692,0.052430738,0.7998960996765504,0.016131363818025574,0.06736420204623525,0.015333729,0.7992422165798757,-0.13351293654680849,-0.13834330228350245,6.113891983235843e-06,0.8002597314422019,0.86468163780178,0.7515499771035473,0.052750554,0.7180973496697178,0.16205786778630668,0.4945103158838707,0.076650774,0.6896209120750427,1.1760856984478036,0.681376515292034,0.058473354,0.7811277553,0.5539977133310077,0.5267594907215571,0.077088143,0.8,0.6290442692812658,0.7586921752529314,0.029590131,0.7394117772579193,0.3329608309551247,0.4307656793467615,0.069021345,0.7908184856176377,0.9079717266023255,0.8837793020386445,0.09913196,0.8,1.0281904386636016,0.5210329390544227,0.08800368,1.1913575211554355,1.0712345820032394,0.054150307,0.5003140393845783,0.6522343300683515,0.037221356,-0.02465734916677329,0.46735063265223736,0.058473354,0.3655913978494624,0.2981098964182679,0.0487955140157514,0.7805326070481295,44.83,18.9,0.38304606155546667,0.4148713077216792,0.6813925477787243,0.6951642308009427,0.00462150077720247,0.00037425164125378475,3.729639377213116e-05,0.6126528467016652,0.4829469708043961,0.22364943150733416,5.653271916082071e-05,0.5344557130942544,0.466814655907236,0.4304366942282708,0.7173725649609642,0.1883175434003815,0.395807391382351,0.7709799813644337,0.8036248392554153,0.4827163615140338,0.25616934760684723,0.36689518179359876,0.28048062628438325,0.8011495516572227,0.44565403744051624,0.4978766661209142,0.10417503836865682,0.23316322941039624,0.07904774134842185,0.18325169193893132,0.38766527803510575,0.7507560255267991,0.8362533332014424
8,8,,,,,,3,False,-0.9185044900728132,-0.9065408711342505,0.029590202,-0.7659118266769144,-0.7635021705475749,0.033326836,-0.7646547089171066,-0.5987162626304188,0.074660377,-0.9295125699933684,-0.9803147255775375,0.002914467,0.35425942368054186,0.3768254713248979,0.003226694,-1.2700605806708078,-1.288548073911219,0.0001863,-1.5496869197193863,-0.9777630209796365,0.075110396,-1.4415613603198314,-1.6144947758370956,0.022051419,0.7946597944447831,-0.9786360716268824,-1.0050153842926655,0.002987305,0.8007561809,-1.0483237980712372,-1.0901729914889078,3.84301765771416e-06,0.8999997535129708,-1.9125076502768537,-1.7554634813728247,0.064510856,0.8017277021,-0.5652262217912649,-0.9072428825311275,0.1120324927406875,0.7551895439624786,-0.29402142461195085,-0.522028130923614,0.069021351,0.8,-0.29302358391061556,-0.7491223701211777,0.058932149,0.8,-1.0100147422262578,-1.1535144076102242,0.05517158,0.8,-1.7033285484398528,-1.8880465015229433,0.090425751,0.7889272727072238,-0.8002462675139141,-0.7469237487703914,0.041181283,0.8777300119400024,-1.568604525879283,-1.6451779235195834,0.014226478,-1.2108347558337258,-1.4212435713678129,0.04259666,-1.1624062711450083,-1.2326680631056717,0.057236907,-0.7808160569478211,-0.8881051800521681,0.098307625,-2.120967741935484,-1.9212826401414453,0.087711556,-0.9383164554548884,85.44,9.7,-0.7605078837286653,0.2722760563361832,0.2898980661653092,0.5629906864608519,0.04454861484559118,0.05577223215517287,0.002577572084711545,0.7135005616538326,0.20208888449648163,0.043358317246475014,3.553485028769776e-05,0.6536125586844652,0.6822946047377674,0.5080830861114817,0.5484151679045081,0.3511230285231796,0.5185523495246291,0.3202796030654843,0.08493519309283144,0.37941929299161964,0.393922809400705,0.6168381233283101,0.5041732350911667,0.758688582566351,0.45398369606610656,0.9999996050122992,0.5160614732670608,0.5123672088381279,0.28593852817906296,0.18325169193893132,0.6186926341738275,0.7464386882464629,0.9635336368553171
9,9,,,,,,6,False,1.6051093316618963,1.4587283885028777,0.054974985,0.4770152604742186,0.5000641802074564,0.077227711,1.3310656044112594,1.3416293759242706,0.048795448,0.07610044432694245,0.07366472343034781,0.002129102,0.35425942368054186,0.3892917700358679,1.353016101668934e-05,0.704403347262801,0.6859103401246723,0.000208843,0.32820880177462985,0.3351379998990276,0.023814423,0.9995265267206154,0.9208369019506558,0.048262693,0.7998064968999999,0.016131363818025574,0.10614283629832884,0.023379112,0.7979672160101785,-0.13351293654680849,0.035289796911338066,0.045794798,0.8000269617266895,0.30924378018605325,0.35114422773350135,0.028428722,0.7003517744193595,0.8893419573638782,0.9014363143503186,0.057126341,0.6561107635498047,1.1760856984478036,0.9811832812736567,0.05214648,0.7867035642266273,1.4010190105726308,1.2910731646725973,0.045087056,0.8,1.1753972731171067,1.1096386667126557,0.05214648,0.65,0.3329608309551247,0.2653307719420792,0.048795514,0.7889272727072238,0.3385657285635791,0.5214750971844763,0.07180369,0.7889272727072238,0.3789916975278804,0.42125516204654934,0.071642243,-0.6102866865864356,-0.19126662503156433,0.088882558,1.0545541428944407,1.000993458941333,0.048795448,0.7315013586142746,1.0057340104656363,0.0,0.3655913978494624,0.2497025493298488,0.054974985,0.719688392446253,39.76,19.1,1.4694852233694444,0.5058556921287941,0.6717758647497584,0.3679512998666589,0.03254144135629436,0.0001981227941443447,0.002889467992196142,0.22515711924864987,0.4444132188679136,0.3411337383580768,0.42344622626907125,0.2880238799580778,0.3479079443758053,0.38386302360628466,0.4195744734603171,0.3318706838633843,0.27982104822067705,0.5584395544897688,0.6442423328784262,0.7932451245517732,0.3358259726041104,0.0,0.3160007335468814,0.8004229666784708,0.4386391300534407,0.4967048294678693,0.01677660571007511,0.0904705034812836,0.14017367068989905,0.18325169193893132,0.04673158543456868,0.7464386882464629,0.8181221113358272
